,GHI(W/m2),DHI(W/m2),DNI(W/m2),TEMPERATURE,R.HUMIDITY,WINDSPEED,CABLE#1,CABLE#2,CABLE#3,CABLE#4,CABLE#5,TX(LV)
7606,567.0,190.0,456.0,25.1,67.0,33.5,4.527671,4.707067,3.284824,4.348352,2.998572,20.413352
7607,876.0,389.0,503.0,26.5,53.0,26.6,5.066635,4.904436,5.10098,4.769401,3.821792,23.878436
7608,872.0,305.0,489.0,28.6,43.0,29.2,6.56976,4.239266,5.937075,2.692346,3.541419,23.241992
7609,1034.0,302.0,575.0,29.2,47.0,40.7,7.919359,7.639354,7.839057,7.416113,5.149525,37.1259
7610,1069.0,388.0,531.0,30.1,37.0,26.3,5.174652,3.86748,5.97149,3.206346,2.415145,21.851244
7611,996.0,407.0,545.0,30.6,36.0,25.2,3.266924,6.032632,3.465442,5.58792,4.8867,23.477712
7612,615.0,374.0,209.0,31.7,35.0,33.5,6.995478,3.969211,6.696171,3.681075,1.982845,24.444164
7613,218.0,227.0,2.0,30.4,36.0,25.2,1.784724,1.704417,1.828272,1.692685,1.097388,8.533064
7614,284.0,172.0,294.0,30.4,35.0,21.2,1.998204,1.94831,2.027067,1.909723,1.201897,9.381656
7616,1.0,0.0,0.0,21.2,83.0,15.1,0.0,0,0.0,0.0,0.0,0.0
7617,58.0,59.0,4.0,21.5,81.0,15.5,0.396199,0.39054,0.397357,0.41467,0.289581,1.06074
7618,201.0,194.0,14.0,23.0,73.0,18.4,2.551206,2.042723,2.299044,1.843027,1.108654,9.876668
7619,256.0,263.0,1.0,25.0,71.0,11.2,2.162849,2.079455,2.140847,2.090882,1.381933,9.54666
7620,454.0,415.0,22.0,26.7,55.0,23.8,4.036449,4.321712,3.720827,4.067448,2.360695,18.786884
7621,569.0,488.0,61.0,28.6,47.0,24.8,7.548308,8.611073,6.859953,7.920205,4.337845,35.47586
7622,389.0,358.0,0.0,27.0,66.0,14.8,3.497571,3.371625,3.41613,3.171304,2.118611,15.698952
7623,1048.0,1040.0,1.0,30.7,39.0,24.8,2.529691,4.83836,4.377459,4.061316,5.401209,22.581976
7624,244.0,249.0,1.0,30.8,40.0,24.1,2.26017,2.056452,2.312083,2.047468,1.294939,10.065244
7625,782.0,818.0,1.0,30.2,48.0,37.1,3.111277,3.595178,3.564833,4.706812,3.816477,19.187608
7626,599.0,636.0,1.0,30.6,40.0,22.7,4.218569,4.104797,4.199416,4.001714,2.618671,19.706192
7627,167.0,186.0,1.0,29.5,45.0,24.8,1.682231,1.309002,1.711099,1.614501,0.895273,7.943764
7629,0.0,0.0,1.0,22.2,82.0,14.4,0.0,0,0.0,0.0,0.0,0.0
7630,17.0,23.0,1.0,22.4,81.0,16.9,0.131093,0.130775,0.130503,0.13069,0.065369,0.0
7631,93.0,97.0,1.0,23.7,74.0,25.2,1.070442,0.995924,1.068611,0.963188,0.588488,4.690828
7632,320.0,321.0,1.0,24.2,78.0,14.8,3.140955,2.977693,3.141697,3.059926,2.037972,14.873932
7633,482.0,451.0,26.0,26.5,60.0,28.8,6.117674,5.231174,5.922442,4.630373,2.706831,25.669908
7634,638.0,546.0,57.0,28.2,54.0,29.5,7.035882,7.947388,6.71381,7.447688,3.963596,33.189376
7635,281.0,263.0,2.0,29.0,47.0,33.5,2.658088,2.269453,2.578734,2.208795,1.431144,11.927432
7636,241.0,242.0,1.0,29.9,48.0,28.1,2.548762,2.255617,2.546659,2.17667,1.303184,10.678116
7637,391.0,387.0,0.0,30.2,47.0,29.2,2.968432,3.071211,2.930017,3.00582,2.034697,13.530328
7638,461.0,433.0,35.0,30.2,45.0,29.5,2.906665,3.17003,3.020808,3.167454,2.230302,15.08608
7639,303.0,310.0,5.0,27.1,61.0,31.3,2.309772,2.156865,2.259397,2.119902,1.394069,10.84312
7640,80.0,85.0,0.0,27.2,61.0,30.6,0.597681,0.643303,0.684794,0.602555,0.431756,3.30008
7642,1.0,0.0,0.0,21.4,83.0,11.9,0.0,0,0.0,0.0,0.0,0.0
7643,35.0,41.0,0.0,21.8,82.0,13.0,0.205585,0.26139,0.19809,0.208787,0.134505,1.013596
7644,237.0,199.0,67.0,23.3,75.0,15.5,1.75385,2.100648,2.03132,2.097105,1.349766,8.886644
7645,322.0,300.0,33.0,25.5,65.0,24.8,2.912607,2.663162,2.9101,2.809026,1.731744,12.799596
7646,331.0,335.0,3.0,27.1,57.0,27.7,2.559988,2.447285,2.820902,2.544949,1.715482,12.634592
7647,945.0,488.0,390.0,28.2,51.0,27.0,2.572389,4.948447,2.621516,5.51942,4.553635,20.931936
7648,1217.0,355.0,678.0,29.5,50.0,29.5,8.887199,9.08864,8.672633,8.683463,5.467907,41.95816
7649,368.0,379.0,0.0,30.9,41.0,26.3,2.607976,3.089159,2.767601,3.359917,2.225364,14.308204
7650,668.0,683.0,2.0,31.4,39.0,25.2,6.067706,6.372165,6.222742,6.900658,4.187932,31.067896
7651,855.0,902.0,0.0,30.6,47.0,29.5,5.712047,3.781115,5.428291,4.020845,3.87576,24.04344
7652,504.0,545.0,0.0,31.7,37.0,25.6,2.420807,3.515024,2.449609,4.149698,2.881566,15.9111
7653,281.0,364.0,0.0,30.8,39.0,26.6,1.564126,1.160718,1.629762,1.226353,0.984834,7.283748
7655,0.0,0.0,0.0,21.1,86.0,14.8,0.0,0,0.0,0.0,0.0,0.0
7656,54.0,60.0,0.0,21.3,84.0,15.1,0.40073,0.458407,0.400042,0.460984,0.295147,2.074336
7657,351.0,129.0,421.0,22.8,75.0,18.4,2.437503,2.444218,2.591238,2.196947,1.528653,11.267416
7658,449.0,263.0,239.0,25.5,69.0,22.3,2.443097,2.85375,3.72241,3.008684,2.152103,15.133224
7659,898.0,296.0,636.0,26.2,55.0,22.3,5.452673,7.273748,6.809611,7.237336,4.815097,32.64722
7660,918.0,278.0,590.0,28.4,44.0,22.3,2.962787,7.377626,4.157133,5.639715,3.596166,24.27916
7661,1106.0,276.0,678.0,29.2,47.0,29.5,8.546786,6.740072,5.806705,7.947504,5.297411,34.41512
7662,1037.0,1004.0,1.0,32.0,32.0,25.9,2.523815,2.637009,2.645054,2.963856,3.307595,15.038936
7663,903.0,921.0,1.0,31.8,34.0,27.0,6.519705,5.25761,7.106349,6.175915,3.641938,29.370712
7664,741.0,790.0,1.0,31.5,38.0,33.5,5.621227,5.638933,5.621139,5.539711,3.54199,26.235636
7665,265.0,274.0,1.0,30.6,37.0,27.4,2.676078,2.525148,2.841185,2.765597,1.273269,12.469588
7666,240.0,302.0,1.0,30.2,38.0,27.7,1.335466,1.431946,1.354102,1.433781,0.926626,6.505872
7668,1.0,0.0,1.0,21.8,82.0,17.6,0.0,0,0.0,0.0,0.0,0.0
7669,79.0,54.0,159.0,21.9,82.0,16.9,0.522434,0.530671,0.529562,0.525983,0.328891,2.027192
7670,252.0,157.0,165.0,23.3,74.0,21.2,2.51381,2.334596,1.887448,1.740656,0.77375,8.815928
7671,594.0,214.0,511.0,25.1,71.0,33.5,5.051905,5.175669,5.066914,4.78923,3.252939,23.996296
7672,331.0,216.0,111.0,26.9,54.0,23.0,6.255242,6.290209,6.037562,6.108305,4.04558,29.017132
7673,972.0,257.0,649.0,28.6,45.0,25.6,2.560197,6.77407,1.729413,5.923059,4.810034,22.3934
7674,729.0,350.0,291.0,29.7,44.0,44.3,4.535309,3.655892,8.066777,5.541004,5.136959,28.05068
7675,453.0,444.0,6.0,30.7,37.0,26.3,6.881444,3.475539,5.277972,3.305887,2.172507,22.251968
7676,473.0,467.0,10.0,31.5,34.0,25.9,3.960256,3.524823,3.889398,3.584736,2.373698,17.91472
7677,740.0,359.0,433.0,31.0,40.0,29.5,2.869107,2.666018,3.135797,3.276833,2.04443,14.473208
7678,590.0,230.0,535.0,30.4,38.0,26.3,2.21044,3.791332,2.151793,3.153588,2.497637,13.836764
7679,118.0,123.0,9.0,30.0,39.0,26.3,1.470762,1.522087,1.467449,1.374666,0.62458,5.374416
7681,0.0,0.0,1.0,20.4,62.0,14.8,0.0,0,0.0,0.0,0.0,0.0
7682,84.0,50.0,189.0,20.8,65.0,16.2,0.548155,0.59468,0.603449,0.6057,0.336588,2.027192
7683,336.0,105.0,435.0,22.8,61.0,18.0,2.450405,2.474889,2.473349,2.446135,1.551523,11.408848
7684,552.0,123.0,559.0,25.0,66.0,22.3,4.421762,4.4418,4.427009,4.377716,2.792962,20.931936
7685,723.0,137.0,619.0,26.8,44.0,25.2,5.890323,5.889857,5.870164,5.884837,3.742589,28.05068
7686,869.0,146.0,650.0,28.8,35.0,26.6,6.815368,6.827206,6.826966,6.767921,4.358177,31.987204
7687,959.0,150.0,663.0,29.7,44.0,18.4,7.238091,7.182362,7.250785,7.186828,4.616975,34.344404
7688,944.0,178.0,662.0,31.5,33.0,26.3,7.108294,6.254759,7.125281,6.263252,4.619636,32.977228
7689,1025.0,364.0,640.0,33.9,27.0,21.6,6.160578,4.181725,7.545923,6.860975,3.948504,29.865724
7690,623.0,374.0,302.0,31.5,38.0,25.9,6.650702,5.85455,6.535467,5.680777,3.023811,27.862104
7691,249.0,248.0,12.0,32.5,31.0,25.9,3.43069,1.856203,3.207731,1.911676,1.197225,11.90386
7692,124.0,137.0,3.0,30.4,41.0,30.6,1.482608,1.382762,1.415209,1.307766,0.615713,6.12872
7694,1.0,0.0,1.0,21.4,75.0,16.6,0.0,0,0.0,0.0,0.0,0.0
7695,35.0,38.0,1.0,21.7,76.0,17.6,0.270274,0.330775,0.334762,0.33655,0.204228,0.990024
7696,251.0,145.0,164.0,23.2,71.0,20.5,1.247718,1.173086,1.549392,1.280422,0.772183,6.293724
7697,576.0,185.0,506.0,25.2,69.0,33.5,2.56054,4.08359,3.401241,3.592037,2.887779,17.396136
7698,786.0,241.0,567.0,27.1,51.0,25.9,6.044725,4.587463,6.5121,5.941905,1.729667,24.7506
7699,344.0,324.0,20.0,28.8,43.0,27.7,7.81029,4.434476,7.689534,4.150727,1.67684,26.683504
7700,1025.0,263.0,617.0,29.2,45.0,40.7,7.676856,7.788598,7.603659,7.718895,5.038456,36.678032
7701,304.0,294.0,16.0,31.8,32.0,29.2,7.758376,4.709705,7.803779,7.162202,1.950069,30.313592
7702,374.0,359.0,19.0,31.9,32.0,28.1,2.478584,2.583499,2.552372,2.640925,1.758552,13.129604
7703,483.0,413.0,68.0,31.7,37.0,37.1,2.727586,2.9385,2.708883,2.892484,2.131282,13.648188
7704,261.0,276.0,0.0,30.7,36.0,25.9,2.101018,2.08253,2.172321,2.042731,1.272738,9.853096
7705,78.0,82.0,1.0,29.8,40.0,28.1,0.606714,0.648971,0.63461,0.605905,0.420663,2.993644
7707,0.0,0.0,0.0,21.6,83.0,16.2,0.0,0,0.0,0.0,0.0,0.0
7708,61.0,63.0,16.0,22.0,80.0,15.5,0.542529,0.526778,0.533743,0.540833,0.332542,2.050764
7709,188.0,167.0,33.0,23.3,74.0,23.0,1.954813,1.619024,2.497325,1.734319,0.837541,9.263796
7710,644.0,274.0,470.0,25.5,70.0,25.9,1.981028,3.665492,1.938047,1.880225,2.605729,12.186724
7711,751.0,286.0,497.0,26.8,54.0,26.6,4.690827,3.804393,5.476539,3.839807,3.628516,22.03982
7712,318.0,299.0,23.0,28.5,46.0,27.7,7.956513,7.86635,8.062116,7.405275,3.175,34.556552
7713,1042.0,274.0,612.0,29.5,46.0,44.3,7.883636,7.612521,7.888014,7.8156,5.037701,36.583744
7714,611.0,491.0,77.0,29.7,42.0,25.9,5.307888,4.138277,5.035455,3.912325,4.388477,22.817696
7715,876.0,266.0,589.0,30.4,40.0,25.9,6.539676,6.673378,6.551418,6.617573,4.290742,30.902892
7716,728.0,301.0,488.0,31.0,37.0,37.1,5.630376,5.06564,5.475291,5.149028,3.021901,25.127752
7717,505.0,168.0,486.0,29.9,41.0,24.5,3.588657,3.545745,3.577448,3.512035,2.247155,17.160416
7718,233.0,117.0,334.0,29.6,42.0,25.6,1.502496,1.523196,1.521205,1.499466,0.965962,7.142316
7720,1.0,0.0,1.0,21.8,80.0,19.1,0.0,0,0.0,0.0,0.0,0.0
7721,30.0,32.0,1.0,21.9,80.0,17.6,0.210741,0.204886,0.196045,0.207624,0.130591,0.966452
7722,212.0,211.0,1.0,23.2,73.0,23.8,1.954951,1.763419,2.281466,1.754445,1.098725,9.004504
7723,280.0,281.0,7.0,25.2,71.0,33.5,2.70165,2.530759,2.768428,2.800383,1.566232,12.304584
7724,384.0,383.0,3.0,26.9,53.0,27.0,5.564759,3.900577,5.283743,4.288883,1.856737,21.2148
7725,357.0,349.0,4.0,28.7,44.0,28.4,2.902424,2.986137,2.947516,3.140759,1.920096,13.978196
7726,1103.0,467.0,483.0,29.5,46.0,40.7,8.644266,7.647802,8.604524,8.589459,4.764934,40.119544
7727,1001.0,983.0,2.0,31.6,33.0,31.0,7.358107,7.594819,7.482848,7.578175,4.867106,36.135876
7728,380.0,389.0,0.0,31.8,33.0,29.2,7.12067,3.82496,6.900031,3.125063,1.80003,24.019868
7729,524.0,536.0,0.0,31.0,38.0,29.5,3.833773,3.48311,3.996516,4.099971,2.48573,17.961864
7730,570.0,607.0,0.0,30.8,36.0,27.7,4.183131,4.168199,4.22355,4.092643,2.613154,19.376184
7731,116.0,129.0,0.0,30.3,36.0,27.0,0.814004,0.78603,0.811904,0.84483,0.538165,4.313676
7733,0.0,0.0,0.0,21.5,79.0,16.6,0.0,0,0.0,0.0,0.0,0.0
7734,90.0,80.0,64.0,21.8,78.0,17.3,0.677787,0.685262,0.678302,0.681792,0.398494,2.993644
7735,205.0,200.0,14.0,23.2,73.0,22.0,2.494881,2.144781,2.076676,1.962982,1.178008,11.220272
7736,427.0,387.0,41.0,25.2,67.0,14.8,4.13459,3.954514,4.111405,3.959628,2.35663,19.140464
7737,822.0,390.0,445.0,27.5,50.0,33.5,3.421245,5.433901,4.651884,6.239013,4.244789,25.151324
7738,530.0,524.0,13.0,28.7,45.0,33.5,5.43832,4.657186,5.341234,4.655908,2.638717,23.477712
7739,483.0,443.0,3.0,29.2,48.0,50.0,4.251923,4.105912,4.219816,4.080916,2.542557,20.366208
7740,526.0,524.0,1.0,30.2,41.0,29.9,3.805737,4.032096,3.89005,4.129415,2.676558,18.928316
7741,492.0,494.0,1.0,30.2,40.0,28.4,3.620484,3.71512,3.608903,3.606905,2.365098,17.867576
7742,483.0,413.0,68.0,31.5,36.0,33.5,2.727586,2.9385,2.708883,2.892484,2.131282,13.648188
7743,237.0,240.0,1.0,30.3,41.0,26.3,2.025353,1.991279,2.15075,2.027259,1.27818,10.418824
7744,160.0,170.0,1.0,29.8,42.0,28.8,1.35432,1.321395,1.337931,1.296865,0.784966,6.199436
7746,1.0,0.0,1.0,22.2,80.0,14.8,0.0,0,0.0,0.0,0.0,0.0
7747,35.0,38.0,1.0,22.4,79.0,16.9,0.26229,0.263414,0.267147,0.267942,0.200367,0.990024
7748,151.0,154.0,1.0,23.0,76.0,24.1,1.264669,1.222029,1.256638,1.216269,0.766236,5.963716
7749,185.0,187.0,1.0,25.5,68.0,14.8,1.539229,1.605321,1.553591,1.606473,1.029302,7.095172
7750,427.0,424.0,1.0,25.5,62.0,24.8,3.72163,3.649923,3.714878,3.654684,2.299117,16.924696
7751,603.0,574.0,18.0,27.3,52.0,27.4,4.999159,5.020088,5.010877,4.985309,3.142522,22.534832
7752,852.0,455.0,314.0,28.5,50.0,42.5,5.998644,6.596998,5.368128,6.630503,4.030934,29.087848
7753,899.0,431.0,316.0,30.1,39.0,30.2,6.085261,7.425954,5.194728,5.921775,3.955698,29.087848
7754,696.0,526.0,160.0,31.1,36.0,29.2,5.756305,6.744202,5.854323,6.127547,3.355064,27.6971
7755,263.0,264.0,11.0,32.2,35.0,18.4,5.44509,3.672936,5.430583,3.490396,1.189739,19.941912
7756,190.0,199.0,0.0,30.5,38.0,29.2,1.205155,1.379932,1.214778,1.404236,0.920056,6.223008
7757,114.0,124.0,11.0,30.1,38.0,29.2,1.015026,1.141016,1.092824,1.120271,0.52244,5.77514
7759,1.0,0.0,0.0,22.6,73.0,18.0,0.0,0,0.0,0.0,0.0,0.0
7760,64.0,55.0,54.0,22.3,73.0,16.9,0.400205,0.480158,0.404594,0.406627,0.286519,1.013596
7761,265.0,175.0,171.0,23.6,67.0,20.5,2.645004,2.224816,2.658504,2.061632,1.252141,11.125984
7762,216.0,220.0,1.0,25.5,69.0,18.4,1.872951,1.928843,1.880018,1.910082,1.250779,9.051648
7763,276.0,275.0,1.0,27.2,52.0,24.1,2.344969,2.369506,2.342951,2.322825,1.444286,11.1967
7764,660.0,588.0,58.0,28.7,45.0,30.2,7.065081,6.592039,7.902157,7.131012,4.551195,32.88294
7765,435.0,380.0,15.0,29.2,48.0,48.2,8.459322,5.126017,8.140421,6.261325,2.867154,31.256472
7766,396.0,393.0,1.0,30.2,39.0,32.4,3.599729,3.255128,3.674779,3.215945,2.006717,16.523972
7767,402.0,398.0,0.0,30.0,39.0,31.0,3.542654,3.455724,3.491609,3.351912,2.073861,15.486804
7768,864.0,434.0,473.0,30.5,41.0,33.5,3.236998,4.524786,3.614809,4.879667,4.394614,21.521236
7769,430.0,332.0,137.0,29.4,42.0,28.4,2.888631,3.662824,2.761916,3.582824,2.153438,14.567496
7770,106.0,105.0,0.0,29.2,43.0,28.1,0.893544,0.884887,0.84822,0.836535,0.534341,4.101528
7772,1.0,0.0,0.0,22.4,77.0,19.4,0.0,0,0.0,0.0,0.0,0.0
7773,35.0,38.0,0.0,22.5,76.0,17.6,0.264991,0.260873,0.265898,0.262796,0.137981,1.013596
7774,138.0,139.0,1.0,23.7,71.0,21.6,1.22776,1.222383,1.189556,1.205819,0.75008,5.06798
7775,314.0,314.0,1.0,25.5,68.0,22.3,2.660849,2.681242,2.6739,2.629324,1.645306,12.61102
7776,764.0,386.0,378.0,26.5,56.0,28.4,5.041503,6.403144,5.006382,5.757384,3.539037,25.622764
7777,462.0,373.0,62.0,28.2,48.0,31.7,8.184382,6.506584,7.074234,5.036595,2.173405,29.488572
7778,591.0,292.0,190.0,29.5,46.0,42.5,6.502437,7.776557,7.214768,7.698276,4.844081,35.405144
7779,1037.0,326.0,588.0,30.8,37.0,31.3,7.615099,7.792117,7.820968,7.758038,4.989119,36.89018
7780,245.0,255.0,2.0,31.4,35.0,30.6,1.801845,1.824556,1.846538,1.83965,1.20661,8.815928
7781,757.0,263.0,549.0,32.6,35.0,40.7,5.760472,5.781906,5.760799,5.735218,3.703897,26.659932
7782,530.0,199.0,461.0,30.8,38.0,29.9,3.628171,3.726579,3.496213,3.687635,2.394039,16.571116
7783,252.0,132.0,318.0,30.5,38.0,28.8,1.305317,1.363108,1.300278,1.483705,1.001729,6.175864
7785,0.0,0.0,1.0,22.1,80.0,16.6,0.0,0,0.0,0.0,0.0,0.0
7786,82.0,59.0,118.0,22.2,79.0,15.1,0.538367,0.536509,0.535815,0.545502,0.328309,1.980048
7787,319.0,146.0,300.0,23.7,73.0,17.3,2.055119,2.208147,1.366851,1.258945,1.337843,7.943764
7788,297.0,238.0,110.0,25.5,70.0,27.7,4.706526,4.655608,3.723942,4.724143,2.904179,20.460496
7789,749.0,197.0,555.0,27.5,53.0,23.4,6.199435,6.25959,6.105964,6.135696,3.842734,28.99356
7790,944.0,252.0,595.0,29.7,44.0,26.6,7.139734,7.185111,7.128667,7.096461,4.575608,33.613672
7791,408.0,367.0,11.0,29.7,46.0,40.7,8.836558,4.662947,6.190804,3.250976,2.020541,25.69348
7792,248.0,252.0,1.0,30.7,40.0,28.1,1.882219,1.816323,2.114261,1.780904,1.098653,9.216652
7793,963.0,994.0,1.0,31.8,37.0,28.4,7.304902,7.088659,7.152207,7.375922,4.777685,35.24014
7794,226.0,242.0,1.0,32.2,39.0,29.5,3.43771,2.031267,4.027029,2.189519,1.115566,13.624616
7795,515.0,558.0,1.0,30.4,42.0,28.8,3.502215,3.505108,3.489225,3.458668,2.219167,17.301848
7796,240.0,298.0,1.0,29.8,44.0,28.1,0.749767,1.220199,0.701615,1.152337,0.987613,4.431536
7798,0.0,0.0,1.0,22.0,72.0,14.4,0.0,0,0.0,0.0,0.0,0.0
7799,54.0,53.0,19.0,22.4,72.0,14.8,0.397809,0.391797,0.394046,0.397007,0.267079,0.966452
7800,193.0,158.0,66.0,23.3,68.0,16.2,2.135089,1.964893,1.978389,2.026306,1.137381,9.475944
7801,546.0,173.0,474.0,26.5,57.0,29.5,4.318476,4.348101,4.325588,4.303304,2.713684,20.201204
7802,667.0,236.0,422.0,26.7,53.0,22.0,5.578886,5.121158,4.813292,5.525779,2.700779,24.491308
7803,900.0,253.0,559.0,28.3,45.0,25.9,7.035482,7.060281,7.0281,6.991906,4.520083,32.977228
7804,978.0,212.0,605.0,30.2,41.0,46.4,7.354094,7.444709,7.430453,7.38828,4.753936,35.499432
7805,562.0,600.0,5.0,31.9,34.0,29.2,4.304592,3.781307,4.036303,3.819683,3.529886,20.295492
7806,932.0,973.0,1.0,32.3,33.0,29.5,7.458959,7.399364,7.463876,7.304159,4.437014,35.994444
7807,840.0,882.0,1.0,32.5,35.0,25.9,4.614553,4.72981,4.498045,4.034101,3.192468,21.002652
7808,288.0,306.0,1.0,31.6,35.0,28.8,1.599327,2.063467,1.617666,2.181137,1.447092,8.863072
7809,303.0,360.0,1.0,30.7,37.0,26.3,1.674876,1.793477,1.863163,1.777293,1.218406,8.698068
7811,1.0,0.0,1.0,22.5,70.0,17.3,0.0,0,0.0,0.0,0.0,0.0
7812,88.0,63.0,144.0,22.8,69.0,17.3,0.593999,0.58722,0.594681,0.629498,0.393023,2.993644
7813,346.0,124.0,396.0,24.4,65.0,20.2,2.486608,2.526827,2.502654,2.478826,1.611359,11.43242
7814,604.0,215.0,485.0,26.6,63.0,37.1,4.597143,4.67142,4.414577,4.550947,2.965847,21.285516
7815,668.0,293.0,347.0,28.2,51.0,28.4,5.646196,6.157359,5.811382,6.265163,2.371227,27.437808
7816,392.0,390.0,3.0,29.8,45.0,29.2,3.592366,3.420651,3.598723,3.42688,2.141077,17.679
7817,318.0,297.0,0.0,28.6,53.0,33.5,2.593767,2.688243,2.618772,2.674103,1.741404,12.328156
7818,261.0,261.0,2.0,30.8,41.0,25.9,2.227875,2.279658,2.172871,2.142578,1.410657,10.112388
7819,187.0,190.0,0.0,30.6,42.0,25.2,1.582114,1.518029,1.568101,1.530246,0.983744,7.755188
7820,261.0,257.0,0.0,30.5,47.0,22.3,2.549951,2.303591,2.415936,2.197984,1.377039,10.418824
7821,341.0,357.0,0.0,30.4,45.0,26.6,1.978625,2.108752,1.984159,2.063654,1.735838,10.206676
7822,123.0,126.0,0.0,29.9,47.0,27.7,1.008437,0.982782,0.968188,0.963735,0.65492,4.761544
7824,0.0,0.0,0.0,22.3,82.0,15.5,0.0,0,0.0,0.0,0.0,0.0
7825,30.0,31.0,0.0,22.6,81.0,16.6,0.263656,0.205647,0.197162,0.202404,0.130164,1.037168
7826,135.0,134.0,1.0,23.5,76.0,25.6,1.320673,1.14338,1.239081,1.143246,0.706869,9.452372
7827,161.0,167.0,1.0,25.7,68.0,29.5,1.916529,1.715353,1.931996,1.644564,0.953636,9.287368
7828,832.0,280.0,532.0,27.1,56.0,27.0,1.855599,6.128873,1.923617,6.108194,4.264439,20.837648
7829,427.0,328.0,45.0,28.8,48.0,28.4,3.143018,4.985893,7.066189,5.453012,1.574888,23.548428
7830,964.0,281.0,521.0,29.6,48.0,22.3,2.056654,2.060033,2.052254,2.192821,2.4684,11.762428
7831,377.0,374.0,4.0,31.3,37.0,28.1,2.916911,2.724689,2.855615,2.716541,1.867141,12.893884
7832,876.0,902.0,0.0,32.1,33.0,27.0,7.279965,7.080023,7.265747,7.087803,4.469812,33.70796
7833,718.0,762.0,0.0,32.2,40.0,18.4,5.369578,5.441044,5.365568,5.320004,3.48349,25.009892
7834,458.0,491.0,0.0,31.2,37.0,28.8,3.050662,3.017266,3.225743,3.086204,1.967745,15.581092
7835,117.0,126.0,0.0,30.3,39.0,25.2,0.912808,0.893165,0.905851,0.919999,0.590448,4.219388
7837,1.0,0.0,0.0,21.4,81.0,16.2,0.0,0,0.0,0.0,0.0,0.0
7838,77.0,74.0,20.0,21.8,79.0,15.1,0.631139,0.680666,0.60984,0.607103,0.359799,2.12148
7839,466.0,259.0,343.0,23.1,74.0,18.0,1.587914,2.311571,2.461604,2.770595,2.050347,11.856716
7840,166.0,167.0,4.0,25.5,67.0,33.5,5.232933,4.176797,5.266784,3.001873,0.844286,19.611904
7841,419.0,256.0,167.0,27.0,54.0,27.7,2.202202,1.898016,2.168107,1.914882,1.486308,10.442396
7842,855.0,454.0,342.0,29.0,45.0,28.4,2.883015,4.597199,2.749086,3.575852,4.446947,18.315444
7843,1083.0,486.0,433.0,29.7,49.0,25.9,6.325734,4.041562,7.775724,4.258931,4.042811,27.555668
7844,669.0,484.0,143.0,31.3,36.0,31.0,7.161345,7.856805,6.533512,7.486295,3.843582,33.024372
7845,827.0,216.0,544.0,30.3,41.0,28.1,6.344387,6.432212,6.275879,6.291723,4.063119,29.653576
7846,710.0,290.0,433.0,31.7,41.0,37.1,5.993686,6.058782,5.881958,5.966956,3.929299,28.333544
7847,208.0,217.0,1.0,31.0,39.0,27.4,1.889115,1.793664,1.820263,1.766209,1.089407,7.967336
7848,307.0,186.0,301.0,30.2,41.0,27.0,1.837793,1.982646,1.861666,1.973166,1.292233,8.863072
7850,1.0,0.0,1.0,21.7,82.0,16.2,0.0,0,0.0,0.0,0.0,0.0
7851,76.0,53.0,138.0,21.7,80.0,16.6,0.502261,0.493894,0.570791,0.527466,0.327471,2.00362
7852,326.0,120.0,347.0,23.3,72.0,18.7,1.872897,1.325983,1.956942,1.758201,1.442407,8.580208
7853,248.0,247.0,8.0,25.5,69.0,18.4,2.789129,4.64567,3.19995,3.836959,1.654027,16.005388
7854,240.0,224.0,17.0,27.4,52.0,30.2,5.669201,2.552995,5.482763,3.965129,1.573152,19.423328
7855,912.0,202.0,592.0,29.0,44.0,32.8,7.209641,7.188254,7.162245,7.128988,4.5419,34.037968
7856,1038.0,238.0,604.0,29.7,43.0,44.3,7.93636,8.05409,7.173305,7.822367,5.114415,36.41874
7857,988.0,959.0,4.0,32.3,31.0,35.6,5.934801,6.127026,5.794305,7.28314,4.845654,30.313592
7858,665.0,675.0,2.0,32.2,31.0,33.8,3.744684,3.580149,3.481976,4.059176,2.704062,18.763312
7859,264.0,279.0,0.0,33.0,31.0,46.4,1.795536,1.9453,1.823232,2.785611,1.927078,10.654544
7860,543.0,583.0,0.0,32.7,30.0,34.9,3.280969,3.373364,3.595103,3.761302,2.402391,17.183988
7861,278.0,336.0,0.0,31.2,33.0,28.8,1.017544,1.669027,0.956442,1.593119,1.176954,5.445132
7863,1.0,0.0,0.0,22.4,76.0,24.8,0.0,0,0.0,0.0,0.0,0.0
7864,38.0,41.0,0.0,22.7,74.0,21.2,0.272397,0.265179,0.260843,0.261062,0.195331,0.990024
7865,77.0,80.0,0.0,23.8,70.0,24.1,0.739728,0.618018,0.72316,0.671885,0.439275,3.087932
7866,257.0,260.0,4.0,25.6,61.0,32.8,2.850156,2.573479,2.878975,2.727499,1.61139,13.011744
7867,364.0,280.0,86.0,27.2,52.0,34.6,6.449597,5.202922,6.415138,5.207476,2.009245,26.895652
7868,863.0,336.0,357.0,28.9,43.0,36.4,7.023929,4.79444,6.968888,5.172333,1.855837,26.707076
7869,292.0,278.0,1.0,29.4,42.0,34.9,4.213183,2.313672,4.393841,2.317024,1.447032,14.991792
7870,1017.0,318.0,548.0,30.1,39.0,32.8,7.835082,7.777251,7.788641,7.707841,4.935425,37.974492
7871,333.0,331.0,0.0,30.5,37.0,30.6,2.373945,2.505617,2.384914,2.46879,1.651369,11.927432
